.word 1,PortraitID
PortraitConnachtArmy8,$00F3
PortraitCivilian3,$00F3
PortraitCivilian4,$00F3
PortraitCommander27,$00F3
PortraitThraciaArmy3,$00F3
PortraitCoulter,$008F
PortraitThraciaArmy4,$00F3
PortraitCommander28,$00F3
PortraitThraciaArmy5,$00F3
PortraitCommander29,$00F3
PortraitThraciaArmy6,$00F3
PortraitMaykov,$0077
PortraitBanba2,$006F
PortraitFotla2,$0070
PortraitEriu2,$0071
PortraitKapathogiaArmy1,$00F3
PortraitKapathogiaArmy2,$00F3
PortraitKapathogiaArmy3,$00F3
PortraitKapathogiaArmy4,$00F3
PortraitThraciaArmy7,$00F3
PortraitThraciaArmy8,$00F3
PortraitBandit7,$00F3
PortraitKanatz,$007E
PortraitDistler,$007D
PortraitGrutiaArmy1,$00F3
PortraitMercenary10,$00F3
PortraitMercenary11,$00F3
PortraitTravant2,$007B
PortraitThraciaArmy9,$00F3
PortraitJudah,$0082
PortraitCommander30,$00F3
PortraitGrutiaArmy2,$00F3
PortraitArion1,$0075
PortraitDragonKnight1,$00F3
PortraitDragonKnight2,$00F3
PortraitCommander31,$00F3
PortraitThraciaArmy10,$00F3
PortraitCommander32,$00F3
PortraitThraciaArmy11,$00F3
PortraitCommander33,$00F3
PortraitThraciaArmy12,$00F3
PortraitMusar,$007C
PortraitImperialArmy1,$00F3
PortraitImperialArmy2,$00F3
PortraitImperialArmy3,$00F3
PortraitImperialArmy4,$00F3
PortraitRiddell,$0088
PortraitRiddellSquad1,$00F3
PortraitRiddellSquad2,$00F3
PortraitRiddellSquad3,$00F3
PortraitRiddellSquad4,$00F3
PortraitRiddellSquad5,$00F3
PortraitMorrigan,$007A
PortraitDarkMage1,$00F3
PortraitPirate12,$00F3
PortraitHilda1,$0083
PortraitDarkBishop1,$00F3
PortraitDarkMage2,$00F3
PortraitDarkMage3,$00F3
PortraitMercenary12,$00F3
PortraitMercenary13,$00F3
PortraitChild2,$00F3
PortraitChild3,$00F3
PortraitZagam,$0090
PortraitDarkMage4,$00F3
PortraitDarkMage5,$00F3
PortraitDarkMage6,$00F3
PortraitDarkMage7,$00F3
PortraitDarkMage8,$00F3
PortraitMercenary14,$00F3
PortraitMercenary15,$00F3
PortraitMercenary16,$00F3
PortraitJulius,$008A
PortraitIshtar2,$008C
PortraitArvis3,$0089
PortraitRotenritter5,$00F3
PortraitRotenritter6,$00F3
PortraitRotenritter7,$00F3
PortraitDarkMage9,$00F3
PortraitPalmarch,$00A1
PortraitChild4,$00F3
PortraitChild5,$00F3
PortraitCommander34,$00F3
PortraitRotenritter8,$00F3
PortraitRotenritter9,$00F3
PortraitCommander35,$00F3
PortraitRotenritter10,$00F3
PortraitRotenritter11,$00F3
PortraitCommander36,$00F3
PortraitRotenritter12,$00F3
PortraitRotenritter13,$00F3
PortraitRotenritter14,$00F3
PortraitDarkMage10,$00F3
PortraitDarkMage11,$00F3
PortraitRoberto,$00A6
PortraitMercenary17,$00F3
PortraitMercenary18,$00F3
PortraitMercenary19,$00F3
PortraitMercenary20,$00F3
PortraitMercenary21,$00F3
PortraitBoyce,$00A7
PortraitMercenary22,$00F3
PortraitMercenary23,$00F3
PortraitRodan,$00A2
PortraitEddaArmy1,$00F3
PortraitEddaArmy2,$00F3
PortraitEddaArmy3,$00F3
PortraitEddaArmy4,$00F3
PortraitJuphiel,$0094
PortraitDarkMage12,$00F3
PortraitDarkMage13,$00F3
PortraitFisher,$00A8
PortraitDozelArmy1,$00F3
PortraitDozelArmy2,$00F3
PortraitBrian,$008E
PortraitGrauenritter2,$00F3
PortraitGrauenritter3,$00F3
PortraitDagon,$0093
PortraitScipio,$008D
PortraitBeigenritter3,$00F3
PortraitBeigenritter4,$00F3
PortraitHilda2,$0083
PortraitGelbenritter2,$00F3
PortraitGelbenritter3,$00F3
PortraitDarkBishop2,$00F3
PortraitDarkMage14,$00F3
PortraitManfroy,$0087
PortraitDarkMage15,$00F3
PortraitJulius2,$008A
PortraitMus,$00F3
PortraitBovis,$00F3
PortraitTigris,$00F3
PortraitLepus,$00F3
PortraitDraco,$00F3
PortraitAnguilla,$00F3
PortraitEquus,$00F3
PortraitOvis,$00F3
PortraitSimia,$00F3
PortraitGallus,$00F3
PortraitCanis,$00F3
PortraitPorcus,$00F3
PortraitArion2,$0075
PortraitDragonKnight3,$00F3
PortraitIshtar3,$008C
PortraitMeng,$0084
PortraitMabel,$0085
PortraitBleg,$0084
PortraitBelhallaArmy1,$00F3
PortraitBelhallaArmy2,$00F3
PortraitBelhallaArmy3,$00F3
PortraitBelhallaArmy4,$00F3
PortraitBaron1,$0091
PortraitKutuzov2,$0093
PortraitBandit8,$00F3
PortraitGazack,$00F3
PortraitCrotor,$00F3
PortraitWiseman,$00F3
PortraitShark,$00F3
PortraitHood,$00F3
PortraitBacchus,$00F3
PortraitEmir,$00F3
PortraitDice1,$00F3
PortraitZero,$00F3
PortraitMahatma,$00F3
PortraitRowan,$00F3
PortraitBarcnin,$00F3
PortraitMillet,$00F3
PortraitHeltsok,$00F3
PortraitChacof,$00F3
PortraitKeimos1,$00F3
PortraitMarilyn1,$00F3
PortraitTyler,$00F3
PortraitLipp1,$00F3
PortraitPelleo,$00F3
PortraitTreville,$00F3
PortraitGeller,$00F3
PortraitPazan,$00F3
PortraitDoma,$00F3
PortraitKeller,$00F3
PortraitThornton1,$00F3
PortraitMario1,$00F3
PortraitKemal,$00F3
PortraitKaledin,$00F3
PortraitKeith,$00F3
PortraitSenghor,$00F3
PortraitNikita,$00F3
PortraitNene,$00F3
PortraitKraff,$00F3
PortraitNiklas,$00F3
PortraitAtlas1,$00F3
PortraitShackal,$00F3
PortraitLipp2,$00F3
PortraitGreias,$00F3
PortraitGeese,$00F3
PortraitLee,$00F3
PortraitShisal,$00F3
PortraitHawks,$00F3
PortraitNazarl,$00F3
PortraitThief1,$00F3
PortraitTolstoy,$00F3
PortraitBottsman,$00F3
PortraitKruger,$00F3
PortraitMannstein,$00F3
PortraitCastor,$00F3
PortraitHoepner,$00F3
PortraitRandoch,$00F3
PortraitWolfen,$00F3
PortraitDewey,$00F3
PortraitFete,$00F3
PortraitMarshach,$00F3
PortraitLuis,$00F3
PortraitHester,$00F3
PortraitMalder,$00F3
PortraitGismot,$00F3
PortraitXenon1,$00F3
PortraitJackson1,$00F3
PortraitIndra1,$00F3
PortraitNietzche,$00F3
PortraitApostole,$00F3
PortraitMiller,$00F3
PortraitCilon,$00F3
PortraitKlain,$00F3
PortraitSleighton,$00F3
PortraitTriesta,$00F3
PortraitCanaan1,$00F3
PortraitHasmann,$00F3
PortraitGrants,$00F3
PortraitClosroi,$00F3
PortraitRoland,$00F3
PortraitMassigli,$00F3
PortraitRiva,$00F3
PortraitGloria,$00F3
PortraitNothe,$00F3
PortraitIndra2,$00F3
PortraitDice2,$00F3
PortraitKeimos2,$00F3
PortraitMarilyn2,$00F3
PortraitXenon2,$00F3
PortraitJackson2,$00F3
PortraitThornton2,$00F3
PortraitMario2,$00F3
PortraitCanaan2,$00F3
PortraitAtlas2,$00F3
PortraitZeus,$00F3
PortraitForseti,$00F3
PortraitDialogueAndrey,$0051
PortraitDialogueYoungTravant,$0062
PortraitDialogueCoulter,$008F
PortraitDialogueHilda1,$0083
PortraitDialogueMyos,$0057
PortraitDialogueDaccar,$0058
PortraitDialoguePamela1,$0059
PortraitDialogueDithorba1,$005A
PortraitDialogueDnonovan,$005C
PortraitDialogueLombard,$005D
PortraitDialogueSchmidt,$009B
PortraitDialogueReptor,$005F
PortraitDialogueRedIshtore1,$0060
PortraitDialogueVaja1,$0061
PortraitDialogueCuvuli,$0063
PortraitDialogueMagorn,$0064
PortraitDialogueAida,$0065
PortraitDialogueGraySandima1,$0066
PortraitDialogueDanann,$0053
PortraitDialogueHarold,$0068
PortraitDialogueBramsel,$0069
PortraitDialogueKutuzov,$0093
PortraitDialogueJavarro,$006B
PortraitDialogueIshtore,$006C
PortraitDialogueLiza,$006D
PortraitDialogueBloom,$0052
PortraitDialogueBanba,$006F
PortraitDialogueFotla,$0070
PortraitDialogueEriu,$0071
PortraitDialogueAnnand1,$0072
PortraitDialogueUnknown1,$0073
PortraitDialogueUnknown2,$0074
PortraitDialogueArion,$0075
PortraitDialogueMaykov,$0077
PortraitDialogueOvo,$0078
PortraitDialogueMuhammad,$0079
PortraitDialogueMorrigan,$007A
PortraitDialogueTravant,$007B
PortraitDialogueMusar,$007C
PortraitDialogueDistler,$007D
PortraitDialogueKanatz,$007E
PortraitDialogueEve1,$007F
PortraitDialogueEva,$0080
PortraitDialogueAlva,$0081
PortraitDialogueJedah1,$0082
PortraitDialogueHilda2,$0083
PortraitDialogueMeng,$0084
PortraitDialogueMabel,$0085
PortraitDialogueAres,$0086
PortraitDialogueManfory,$0087
PortraitDialogueRiddell,$0088
PortraitDialogueOldArvis,$0089
PortraitDialogueJulius,$008A
PortraitDialogueBleg,$0084
PortraitDialogueIshtar,$008C
PortraitDialogueScipio,$008D
PortraitDialogueBrian,$008E
PortraitDialogueBaran1,$00F4
PortraitDialogueUnknown3,$0091
PortraitDialogueFisher,$0092
PortraitDialogueDagan,$0093
PortraitDialogueJuphiel,$0094
PortraitDialogueBatu1,$009E
PortraitDialogueOldEmissary,$0095
PortraitDialogueAzmur1,$0096
PortraitDialogueKurth,$0097
PortraitDialogueRing,$0098
PortraitDialogueByron,$0099
PortraitDialogueYoungOifey,$0018
PortraitDialogueOldLewyn,$0028
PortraitDialogueYoungShannan,$0019
PortraitDialogueUnknown4,$009C
PortraitDialogueBlueMacBeth1,$009D
PortraitDialogueRahna,$009F
PortraitDialogueFelipe,$00A0
PortraitDialoguePalmarch,$00A1
PortraitDialogueRodin,$00A2
PortraitDialogueSoldier1,$00A3
PortraitDialogueEmpty,$00A4
PortraitDialogueMunnir,$0041
PortraitDialogueDiMaggio,$0042
PortraitDialogueCimbaeth,$0044
PortraitDialogueSandima,$0045
PortraitDialogueJedah2,$0082
PortraitDialogueClement1,$0046
PortraitDialogueClement2,$0046
PortraitDialogueEliot,$0048
PortraitDialoguePhilip,$004A
PortraitDialoguePurpleAndrey,$005E
PortraitDialogueEve2,$007F
PortraitDialogueBordeaux,$0047
PortraitDialogueZane,$0049
PortraitDialogueMacBeth,$004C
PortraitDialogueChagall,$004D
PortraitDialogueJacobi,$004E
PortraitDialogueSlayder,$009B
PortraitDialoguePamela2,$0059
PortraitDialogueDithorba2,$005A
PortraitDialogueAnnand2,$005B
PortraitDialogueRedIshtore2,$0060
PortraitDialogueGraySandima2,$0066
PortraitDialogueBlueEriu,$0061
PortraitDialogueAzmur2,$0096
PortraitDialogueAzmur3,$0096
PortraitDialogueBlueMacBeth2,$009D
PortraitDialogueBatu2,$009E
PortraitDialogueSoldier2,$00A3
PortraitDialogueArmory,$00A9
PortraitDialogueBlacksmith,$00AB
PortraitDialogueArena,$00AD
PortraitDialogueCivilian1,$00AF
PortraitDialoguePawnbroker,$00B1
PortraitDialogueCivilianOldMan,$00B3
PortraitDialogueCivilianOldWoman,$00B4
PortraitDialogueCivilian2,$00B5
PortraitDialogueCivilianWoman,$00B6
PortraitDialogueCivilianYoungMan,$00B7
PortraitDialogueCivilianYoungWoman,$00B8
PortraitDialogueCivilianSmallBoy,$00AA
PortraitDialogueCivilianSmallGirl,$00AC
PortraitDialogueAnna,$00B2
PortraitDialogueJuliaEnemy,$00F5
PortraitDialogueGhotSigurd,$00F6
PortraitDialogueGhostDeirdre,$00F7
PortraitDialogueJuliaHand,$0026
PortraitDialogueBaran2,$00F4
