.word 0,Offset
BraveLanceDescription,aItemDescriptions.BraveWeapon - aItemDescriptionOffsets
SlimLanceDescription,aItemDescriptions.None - aItemDescriptionOffsets
GungnirDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
GaeBolgDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
BrokenLanceADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenLanceBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenLanceCDescription,aItemDescriptions.None - aItemDescriptionOffsets
IronAxeDescription,aItemDescriptions.None - aItemDescriptionOffsets
SteelAxeDescription,aItemDescriptions.None - aItemDescriptionOffsets
SilverAxeDescription,aItemDescriptions.None - aItemDescriptionOffsets
BraveAxeDescription,aItemDescriptions.BraveWeapon - aItemDescriptionOffsets
HelswathDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
HandAxeDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenAxeADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenAxeBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenAxeCDescription,aItemDescriptions.None - aItemDescriptionOffsets
IronBowDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
SteelBowDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
SilverBowDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
BraveBowDescription,aItemDescriptions.BraveWeapon - aItemDescriptionOffsets
KillerBowDescription,aItemDescriptions.KillerBow - aItemDescriptionOffsets
YewfelleDescription,aItemDescriptions.Yewfelle - aItemDescriptionOffsets
BrokenBowADescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
BrokenBowBDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
BrokenBowCDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
BallistaDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
IronBallistaDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
KillerBallistaDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
GreatBallistaDescription,aItemDescriptions.AntiFliers - aItemDescriptionOffsets
FireDescription,aItemDescriptions.None - aItemDescriptionOffsets
ElfireDescription,aItemDescriptions.None - aItemDescriptionOffsets
BolganoneDescription,aItemDescriptions.None - aItemDescriptionOffsets
ValflameDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
MeteorDescription,aItemDescriptions.None - aItemDescriptionOffsets
ThunderDescription,aItemDescriptions.None - aItemDescriptionOffsets
ElthunderDescription,aItemDescriptions.None - aItemDescriptionOffsets
ThoronDescription,aItemDescriptions.None - aItemDescriptionOffsets
MjolnirDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
BoltingDescription,aItemDescriptions.None - aItemDescriptionOffsets
WindDescription,aItemDescriptions.None - aItemDescriptionOffsets
ElwindDescription,aItemDescriptions.None - aItemDescriptionOffsets
TornadoDescription,aItemDescriptions.None - aItemDescriptionOffsets
ForsetiDescription,aItemDescriptions.HolyWeapon - aItemDescriptionOffsets
BlizzardDescription,aItemDescriptions.None - aItemDescriptionOffsets
LightDescription,aItemDescriptions.None - aItemDescriptionOffsets
NosferatuDescription,aItemDescriptions.Nosferatu - aItemDescriptionOffsets
AuraDescription,aItemDescriptions.None - aItemDescriptionOffsets
NagaDescription,aItemDescriptions.Naga - aItemDescriptionOffsets
JormungandrDescription,aItemDescriptions.None - aItemDescriptionOffsets
FenrirDescription,aItemDescriptions.None - aItemDescriptionOffsets
HelDescription,aItemDescriptions.Hel - aItemDescriptionOffsets
LoptousDescription,aItemDescriptions.Loptous - aItemDescriptionOffsets
BrokenFireTomeADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenFireTomeBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenFireTomeCDescription,aItemDescriptions.None - aItemDescriptionOffsets
HealStaffDescription,aItemDescriptions.Heal - aItemDescriptionOffsets
MendStaffDescription,aItemDescriptions.Mend - aItemDescriptionOffsets
RecoverStaffDescription,aItemDescriptions.Recover - aItemDescriptionOffsets
PhysicStaffDescription,aItemDescriptions.Physic - aItemDescriptionOffsets
FortifyDescription,aItemDescriptions.Fortify - aItemDescriptionOffsets
ReturnStaffDescription,aItemDescriptions.Return - aItemDescriptionOffsets
WarpStaffDescription,aItemDescriptions.Warp - aItemDescriptionOffsets
RescueStaffDescription,aItemDescriptions.Rescue - aItemDescriptionOffsets
CharmStaffDescription,aItemDescriptions.Restore - aItemDescriptionOffsets
RestoreStaffDescription,aItemDescriptions.Restore - aItemDescriptionOffsets
ValkyrieStaffDescription,aItemDescriptions.Valkyrie - aItemDescriptionOffsets
SilenceStaffDescription,aItemDescriptions.Silence - aItemDescriptionOffsets
SleepStaffDescription,aItemDescriptions.Sleep - aItemDescriptionOffsets
BerserkStaffDescription,aItemDescriptions.Berserk - aItemDescriptionOffsets
ThiefStaffDescription,aItemDescriptions.Thief - aItemDescriptionOffsets
BrokenStaffADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenStaffBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenStaffCDescription,aItemDescriptions.None - aItemDescriptionOffsets
RenewalBandDescription,aItemDescriptions.RenewalBand - aItemDescriptionOffsets
ParagonBandDescription,aItemDescriptions.ParagonBand - aItemDescriptionOffsets
ThiefBandDescription,aItemDescriptions.ThiefBand - aItemDescriptionOffsets
MiracleBandDescription,aItemDescriptions.MiracleBand - aItemDescriptionOffsets
PursuitRingDescription,aItemDescriptions.PursuitRing - aItemDescriptionOffsets
RecoverRingDescription,aItemDescriptions.RecoverRing - aItemDescriptionOffsets
BargainBandDescription,aItemDescriptions.BargainBand - aItemDescriptionOffsets
KnightRingDescription,aItemDescriptions.KnightRing - aItemDescriptionOffsets
ReturnBandDescription,aItemDescriptions.ReturnBand - aItemDescriptionOffsets
SpeedRingDescription,aItemDescriptions.SpeedRing - aItemDescriptionOffsets
MagicRingDescription,aItemDescriptions.MagicRing - aItemDescriptionOffsets
PowerRingDescription,aItemDescriptions.PowerRing - aItemDescriptionOffsets
ShieldRingDescription,aItemDescriptions.ShieldRing - aItemDescriptionOffsets
BarrierRingDescription,aItemDescriptions.BarrierRing - aItemDescriptionOffsets
LegRingDescription,aItemDescriptions.LegRing - aItemDescriptionOffsets
SkillRingDescription,aItemDescriptions.SkillRing - aItemDescriptionOffsets
BrokenHolySwordDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenHolyLanceDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenHolyBowDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenThunderTomeADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenThunderTomeBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenThunderTomeCDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenHolyWindTomeDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenWindTomeADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenWindTomeBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenWindTomeCDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenHolyLightTomeDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenLightTomeADescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenLightTomeBDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenLightTomeCDescription,aItemDescriptions.None - aItemDescriptionOffsets
BrokenHolyStaffDescription,aItemDescriptions.None - aItemDescriptionOffsets
CircletDescription,aItemDescriptions.Circlet - aItemDescriptionOffsets
